match_id,athlete1,p1_Leading_sets,p1_Unstoppable_balls,p1_Single_shot_error_rate,p1_Interception_score,p1_distance_run,p1_rally_count,p1_speed_mph,p1_serve,p1_Leading_games,athlete2,p2_Leading_sets,p2_Unstoppable_balls,p2_Single_shot_error_rate,p2_Interception_score,p2_distance_run,p2_rally_count,p2_speed_mph,p2_serve,p2_Leading_games,p1_momentum_score,p2_momentum_score
2023-wimbledon-1301,Carlos Alcaraz,0,0,0.625,0,4.285,1,129,1,0,Nicolas Jarry,0,0,0,0,8.276,1,0,0,0,0.557808704,0.313510799
2023-wimbledon-1301,Carlos Alcaraz,0,0,0.625,1,11.974,3,110,1,0,Nicolas Jarry,0,0,0,0,12.523,3,0,0,0,0.639812621,0.310669037
2023-wimbledon-1301,Carlos Alcaraz,0,0,0.625,0,5.609,2,113,1,0,Nicolas Jarry,0,0,0,0,6.965,2,0,0,0,0.544932678,0.312986597
2023-wimbledon-1301,Carlos Alcaraz,0,0,0.625,0,8.518,2,104,1,0,Nicolas Jarry,0,0,0,0,12.74,2,0,0,0,0.537239205,0.311461022
2023-wimbledon-1301,Carlos Alcaraz,0,0,0.625,0,8.859,2,111,1,0,Nicolas Jarry,0,0,0,0,11.439,2,0,0,0,0.542319585,0.311800953
2023-wimbledon-1301,Carlos Alcaraz,0,0,0.625,1,30.782,5,97,1,0,Nicolas Jarry,0,0,0,0,25.6,5,0,0,0,0.623519623,0.305853984
2023-wimbledon-1301,Carlos Alcaraz,0,0,0.625,1,6.824,1,114,1,0,Nicolas Jarry,0,0,0,0,9.574,1,0,0,0,0.645275809,0.313161913
2023-wimbledon-1301,Carlos Alcaraz,0,0,0,0,7.809,1,0,0,1,Nicolas Jarry,0,0,0.6,0,6.11,1,110,1,-1,0.309777784,0.547917603
2023-wimbledon-1301,Carlos Alcaraz,0,0,0,0,29.094,6,0,0,1,Nicolas Jarry,0,0,0.6,0,29.593,6,90,1,-1,0.300698106,0.520386957
2023-wimbledon-1301,Carlos Alcaraz,0,0,0,0,6.815,1,0,0,1,Nicolas Jarry,0,0,0.6,0,5.189,1,125,1,-1,0.310035966,0.558894819
2023-wimbledon-1301,Carlos Alcaraz,0,0,0,0,2.678,1,0,0,1,Nicolas Jarry,0,0,0.6,0,2.617,1,127,1,-1,0.311123976,0.561147028
2023-wimbledon-1301,Carlos Alcaraz,0,0,0,0,5.043,1,0,0,1,Nicolas Jarry,0,0,0.6,0,4.667,1,111,1,-1,0.310499344,0.549133887
2023-wimbledon-1301,Carlos Alcaraz,0,1,0.4,0,34.233,9,107,1,0,Nicolas Jarry,0,0,0,0,32.677,9,0,0,0,0.57520052,0.301378458
2023-wimbledon-1301,Carlos Alcaraz,0,0,0.4,0,9.872,3,120,1,0,Nicolas Jarry,0,0,0,0,19.138,3,0,0,0,0.522242783,0.308996712
2023-wimbledon-1301,Carlos Alcaraz,0,1,0.4,0,6.277,3,115,1,0,Nicolas Jarry,0,0,0,0,11.043,3,0,0,0,0.595593816,0.311051111
2023-wimbledon-1301,Carlos Alcaraz,0,0,0.4,0,18.076,6,104,1,0,Nicolas Jarry,0,0,0,0,18.664,6,0,0,0,0.504110196,0.306705804
2023-wimbledon-1301,Carlos Alcaraz,0,0,0.4,0,31.727,5,101,1,0,Nicolas Jarry,0,0,0,0,25.324,5,0,0,0,0.497549154,0.30591808
2023-wimbledon-1301,Carlos Alcaraz,0,0,0,0,5.879,1,0,0,1,Nicolas Jarry,0,0,0.333333333,0,4.853,1,132,1,-1,0.310280234,0.534954298
2023-wimbledon-1301,Carlos Alcaraz,0,0,0,0,0.929,3.128912685,0,0,1,Nicolas Jarry,0,0,0.333333333,0,0.93,3.128912685,53.14562826,1,-1,0.309694728,0.473184389
2023-wimbledon-1301,Carlos Alcaraz,0,0,0,0,1.427,1,0,0,1,Nicolas Jarry,0,1,0.333333333,0,0.849,1,130,1,-1,0.311457224,0.609153161
2023-wimbledon-1301,Carlos Alcaraz,0,0,0,0,17.838,6,0,0,1,Nicolas Jarry,0,0,0.333333333,0,18.464,6,101,1,-1,0.30317103,0.501907373
2023-wimbledon-1301,Carlos Alcaraz,0,1,0,0,61.781,16,0,0,1,Nicolas Jarry,0,0,0.333333333,0,54.356,16,106,1,-1,0.345463164,0.483740521
2023-wimbledon-1301,Carlos Alcaraz,0,0,0,0,29.677,6,0,0,1,Nicolas Jarry,0,0,0.333333333,0,19.121,6,106,1,-1,0.3005749,0.505559291
2023-wimbledon-1301,Carlos Alcaraz,0,0,0.833333333,0,3.341,1,115,1,2,Nicolas Jarry,0,0,0,0,4.725,1,0,0,-2,0.556497642,0.324228484
2023-wimbledon-1301,Carlos Alcaraz,0,0,0.833333333,0,5.528,2,100,1,2,Nicolas Jarry,0,0,0,0,7.524,2,0,0,-2,0.543763165,0.322536113
2023-wimbledon-1301,Carlos Alcaraz,0,0,0.833333333,0,4.227,1,122,1,2,Nicolas Jarry,0,0,0,0,6.116,1,0,0,-2,0.561280298,0.323820796
2023-wimbledon-1301,Carlos Alcaraz,0,0,0.833333333,0,11.654,4,115,1,2,Nicolas Jarry,0,0,0,0,11.702,4,0,0,-2,0.551056045,0.31965845
2023-wimbledon-1301,Carlos Alcaraz,0,0,0.833333333,1,11.34,3,129,1,2,Nicolas Jarry,0,0,0,0,11.519,3,0,0,-2,0.660272089,0.320547924
2023-wimbledon-1301,Carlos Alcaraz,0,0,0.833333333,0,9.299,2,113,1,2,Nicolas Jarry,0,0,0,0,8.077,2,0,0,-2,0.552120801,0.322377423
2023-wimbledon-1301,Carlos Alcaraz,0,0,0.833333333,0,31.428,7,114,1,2,Nicolas Jarry,0,0,0,0,29.751,7,0,0,-2,0.540616838,0.312654808
2023-wimbledon-1301,Carlos Alcaraz,0,0,0.833333333,0,16.514,4,88,1,2,Nicolas Jarry,0,1,0,1,17.962,4,0,0,-2,0.528909388,0.485134006
2023-wimbledon-1301,Carlos Alcaraz,0,0,0.833333333,0,21.882,6,123,1,2,Nicolas Jarry,0,1,0,1,23.411,6,0,0,-2,0.551614694,0.481391895
2023-wimbledon-1301,Carlos Alcaraz,0,1,0.833333333,0,18.705,7,121,1,2,Nicolas Jarry,0,0,0,0,28.259,7,0,0,-2,0.624807127,0.313014666
2023-wimbledon-1301,Carlos Alcaraz,0,0,0.833333333,0,2.109,1,130,1,2,Nicolas Jarry,0,0,0,0,3.14,1,0,0,-2,0.567715336,0.324695834
2023-wimbledon-1301,Carlos Alcaraz,0,0,0.833333333,1,16.592,3,132,1,2,Nicolas Jarry,0,0,0,0,19.606,3,0,0,-2,0.660844287,0.31833324
2023-wimbledon-1301,Carlos Alcaraz,1,0,0,0,1.621,1,0,0,0,Nicolas Jarry,1,1,1,0,0.843,1,123,1,0,0.387809371,0.734437377
2023-wimbledon-1301,Carlos Alcaraz,1,0,0,0,0.896,1,0,0,0,Nicolas Jarry,1,1,1,0,0.864,1,117,1,0,0.387968569,0.731140741
2023-wimbledon-1301,Carlos Alcaraz,1,0,0,0,3.619,1,0,0,0,Nicolas Jarry,1,0,1,1,3.818,1,123,1,0,0.387373028,0.761876021
2023-wimbledon-1301,Carlos Alcaraz,1,0,0,0,9.33,1,0,0,0,Nicolas Jarry,1,0,1,0,6.471,1,122,1,0,0.386145184,0.653437126
2023-wimbledon-1301,Carlos Alcaraz,1,1,0.5,0,0.827,1,127,1,-1,Nicolas Jarry,1,0,0,0,1.015,1,0,0,1,0.694857849,0.383411991
2023-wimbledon-1301,Carlos Alcaraz,1,0,0.5,0,2.754,1,102,1,-1,Nicolas Jarry,1,0,0,0,3.715,1,0,0,1,0.594605487,0.382848241
2023-wimbledon-1301,Carlos Alcaraz,1,0,0.5,0,3.314,2,111,1,-1,Nicolas Jarry,1,1,0,0,3.801,2,0,0,1,0.600050998,0.440236006
2023-wimbledon-1301,Carlos Alcaraz,1,0,0.5,0,35.48,12,118,1,-1,Nicolas Jarry,1,0,0,0,40.171,12,0,0,1,0.582625251,0.370423449
2023-wimbledon-1301,Carlos Alcaraz,1,1,0.5,0,0.824,1,126,1,-1,Nicolas Jarry,1,0,0,0,1.682,1,0,0,1,0.694168036,0.383272128
2023-wimbledon-1301,Carlos Alcaraz,1,0,0.5,0,11.674,2,97,1,-1,Nicolas Jarry,1,0,0,0,13.243,2,0,0,1,0.586470231,0.380310005
2023-wimbledon-1301,Carlos Alcaraz,1,0,0.5,0,7.494,2,105,1,-1,Nicolas Jarry,1,0,0,0,9.222,2,0,0,1,0.594024004,0.38110848
2023-wimbledon-1301,Carlos Alcaraz,1,0,0.5,0,8.235,2,129,1,-1,Nicolas Jarry,1,0,0,0,10.59,2,0,0,1,0.611158577,0.380835204
2023-wimbledon-1301,Carlos Alcaraz,1,0,0,0,8.125,1,0,0,-2,Nicolas Jarry,1,0,0.75,0,7.455,1,126,1,2,0.396560894,0.617943495
2023-wimbledon-1301,Carlos Alcaraz,1,0,0,0,9.712,1,0,0,-2,Nicolas Jarry,1,0,0.75,0,11.06,1,128,1,2,0.396192349,0.618022744
2023-wimbledon-1301,Carlos Alcaraz,1,0,0,0,10.788,3,0,0,-2,Nicolas Jarry,1,1,0.75,0,5.077,3,108,1,2,0.394679936,0.685645291
2023-wimbledon-1301,Carlos Alcaraz,1,0,0,0,33.044,7,0,0,-2,Nicolas Jarry,1,0,0.75,0,35.246,7,101,1,2,0.387646303,0.582075762
2023-wimbledon-1301,Carlos Alcaraz,1,0,0.5,0,54.924,10,106,1,-3,Nicolas Jarry,1,0,0,0,44.017,10,0,0,3,0.581503944,0.364002628
2023-wimbledon-1301,Carlos Alcaraz,1,0,0.5,0,6.013,1,111,1,-3,Nicolas Jarry,1,0,0,0,9.173,1,0,0,3,0.61265794,0.374112168
2023-wimbledon-1301,Carlos Alcaraz,1,1,0.5,0,0.761,1,110,1,-3,Nicolas Jarry,1,0,0,0,0.939,1,0,0,3,0.694286192,0.375650639
2023-wimbledon-1301,Carlos Alcaraz,1,0,0.5,0,57.844,8,119,1,-3,Nicolas Jarry,1,0,0,0,40.876,8,0,0,3,0.591249524,0.365322723
2023-wimbledon-1301,Carlos Alcaraz,1,0,0.5,0,12.977,4,95,1,-3,Nicolas Jarry,1,1,0,1,15.558,4,0,0,3,0.595973114,0.507200048
2023-wimbledon-1301,Carlos Alcaraz,1,0,0.5,0,9.419,3,95,1,-3,Nicolas Jarry,1,0,0,0,12.316,3,0,0,3,0.598310381,0.37238459
2023-wimbledon-1301,Carlos Alcaraz,1,0,0.5,0,14.306,3,102,1,-3,Nicolas Jarry,1,0,0,0,18.004,3,0,0,3,0.601345428,0.371399584
2023-wimbledon-1301,Carlos Alcaraz,1,0,0.5,0,46.74,11,120,1,-3,Nicolas Jarry,1,0,0,0,38.948,11,0,0,3,0.593174677,0.364225289
2023-wimbledon-1301,Carlos Alcaraz,1,0,0,0,31.199,5,0,0,-2,Nicolas Jarry,1,1,0.8,0,15.177,5,113,1,2,0.389116549,0.689385457
2023-wimbledon-1301,Carlos Alcaraz,1,0,0,0,11.273,1,0,0,-2,Nicolas Jarry,1,0,0.8,1,7.428,1,128,1,2,0.395831984,0.734671207
2023-wimbledon-1301,Carlos Alcaraz,1,1,0,0,22.467,6,0,0,-2,Nicolas Jarry,1,0,0.8,0,16.135,6,111,1,2,0.450215018,0.604003729
2023-wimbledon-1301,Carlos Alcaraz,1,0,0,0,36.689,8,0,0,-2,Nicolas Jarry,1,0,0.8,0,27.317,8,131,1,2,0.386409589,0.612290988
2023-wimbledon-1301,Carlos Alcaraz,1,0,0,0,39.829,10,0,0,-2,Nicolas Jarry,1,0,0.8,0,32.608,10,134,1,2,0.384800139,0.61026525
2023-wimbledon-1301,Carlos Alcaraz,1,0,0,0,30.783,5,0,0,-2,Nicolas Jarry,1,0,0.8,1,24.947,5,123,1,2,0.389200969,0.720589474
2023-wimbledon-1301,Carlos Alcaraz,1,0,0,0,39.903,10,0,0,-2,Nicolas Jarry,1,0,0.8,0,38.624,10,107,1,2,0.384786659,0.587922689
2023-wimbledon-1301,Carlos Alcaraz,1,0,0,0,26.961,3,0,0,-2,Nicolas Jarry,1,0,0.8,1,12.75,3,118,1,2,0.391141981,0.723508434
2023-wimbledon-1301,Carlos Alcaraz,1,0,0,0,6.211,1,0,0,-2,Nicolas Jarry,1,0,0.8,0,4.663,1,131,1,2,0.397008288,0.628264598
2023-wimbledon-1301,Carlos Alcaraz,1,0,0,0,20.629,5,0,0,-2,Nicolas Jarry,1,1,0.8,1,16.426,5,129,1,2,0.391310602,0.80450825
2023-wimbledon-1301,Carlos Alcaraz,1,0,0.625,0,6.367,2,115,1,-3,Nicolas Jarry,1,0,0,0,14.617,2,0,0,3,0.626803689,0.372551543
2023-wimbledon-1301,Carlos Alcaraz,1,0,0.625,0,4.716,1,109,1,-3,Nicolas Jarry,1,0,0,0,6.076,1,0,0,3,0.624464582,0.374683857
2023-wimbledon-1301,Carlos Alcaraz,1,0,0.625,0,5.607,2,91,1,-3,Nicolas Jarry,1,0,0,0,6.246,2,0,0,3,0.611058549,0.374056321
2023-wimbledon-1301,Carlos Alcaraz,1,0,0.625,0,2.576,1,126,1,-3,Nicolas Jarry,1,0,0,0,4.202,1,0,0,3,0.636198923,0.37503387
2023-wimbledon-1301,Carlos Alcaraz,1,0,0.625,0,12.352,1,108,1,-3,Nicolas Jarry,1,0,0,0,19.512,1,0,0,3,0.62096543,0.372264814
2023-wimbledon-1301,Carlos Alcaraz,1,0,0.625,0,29.38,10,97,1,-3,Nicolas Jarry,1,1,0,0,47.896,10,0,0,3,0.598102465,0.413025243
2023-wimbledon-1301,Carlos Alcaraz,1,1,0.625,1,7.675,3,127,1,-3,Nicolas Jarry,1,0,0,0,16.449,3,0,0,3,0.812746539,0.371666005
2023-wimbledon-1301,Carlos Alcaraz,1,1,0.625,0,0.75,1,121,1,-3,Nicolas Jarry,1,0,0,0,1.157,1,0,0,3,0.712506344,0.375609143
2023-wimbledon-1301,Carlos Alcaraz,1,0,0,0,17.854,4,0,0,-2,Nicolas Jarry,1,0,0.75,0,13.776,4,118,1,2,0.392500774,0.606522225
2023-wimbledon-1301,Carlos Alcaraz,1,0,0,0,17.377,3,0,0,-2,Nicolas Jarry,1,0,0.75,0,13.994,3,128,1,2,0.393210276,0.614898664
2023-wimbledon-1301,Carlos Alcaraz,1,0,0,0,14.452,3,0,0,-2,Nicolas Jarry,1,0,0.75,0,17.608,3,132,1,2,0.39385792,0.616433234
2023-wimbledon-1301,Carlos Alcaraz,1,0,0,0,13.127,3,0,0,-2,Nicolas Jarry,1,1,0.75,1,10.798,3,125,1,2,0.394153807,0.799385171
2023-wimbledon-1301,Carlos Alcaraz,1,0,0,0,40.298,2,0,0,-2,Nicolas Jarry,1,0,0.75,0,14.758,2,108,1,2,0.388959928,0.600537327
2023-wimbledon-1301,Carlos Alcaraz,1,0,0,0,50.075,8,0,0,-2,Nicolas Jarry,1,0,0.75,0,39.635,8,98,1,2,0.383946952,0.577039933
2023-wimbledon-1301,Carlos Alcaraz,1,0,0,0,33.142,8,0,0,-2,Nicolas Jarry,1,0,0.75,0,28.309,8,115,1,2,0.387090047,0.594444475
2023-wimbledon-1301,Carlos Alcaraz,1,0,0,0,11.436,1,0,0,-2,Nicolas Jarry,1,0,0.75,0,5.977,1,120,1,2,0.395794477,0.614038008
2023-wimbledon-1301,Carlos Alcaraz,1,0,0,0,32.537,7,0,0,-2,Nicolas Jarry,1,1,0.75,1,26.376,7,130,1,2,0.387745835,0.796215252
2023-wimbledon-1301,Carlos Alcaraz,1,0,0,0,15.161,4,0,0,-2,Nicolas Jarry,1,0,0.75,0,12.446,4,124,1,2,0.393089229,0.611541314
2023-wimbledon-1301,Carlos Alcaraz,1,0,0,0,26.033,6,0,0,-2,Nicolas Jarry,1,0,0.75,0,22.001,6,113,1,2,0.389606134,0.597482964
2023-wimbledon-1301,Carlos Alcaraz,1,0,0,0,9.834,2,0,0,-2,Nicolas Jarry,1,0,0.75,0,6.693,2,130,1,2,0.395526524,0.62023024
2023-wimbledon-1301,Carlos Alcaraz,1,0,0.5,0,2.388,1,109,1,-1,Nicolas Jarry,1,0,0,0,3.901,1,0,0,1,0.599907901,0.382809642
2023-wimbledon-1301,Carlos Alcaraz,1,0,0.5,0,3.157,1,91,1,-1,Nicolas Jarry,1,0,0,0,3.993,1,0,0,1,0.586253176,0.382790561
2023-wimbledon-1301,Carlos Alcaraz,1,0,0.5,0,9.182,3,100,1,-1,Nicolas Jarry,1,0,0,0,15.422,3,0,0,1,0.588700955,0.379295528
2023-wimbledon-1301,Carlos Alcaraz,1,1,0.5,0,9.346,3,113,1,-1,Nicolas Jarry,1,0,0,0,12.581,3,0,0,1,0.679931287,0.379845803
2023-wimbledon-1301,Carlos Alcaraz,1,0,0,0,8.636,2,0,0,0,Nicolas Jarry,1,0,0.8,0,7.568,2,130,1,0,0.385671633,0.637570036
2023-wimbledon-1301,Carlos Alcaraz,1,0,0,0,1.547,1,0,0,0,Nicolas Jarry,1,1,0.8,0,1.046,1,125,1,0,0.387825599,0.7179917
2023-wimbledon-1301,Carlos Alcaraz,1,0,0,0,4.077,1,0,0,0,Nicolas Jarry,1,0,0.8,0,3.731,1,106,1,0,0.387273499,0.623406189
2023-wimbledon-1301,Carlos Alcaraz,1,0,0,0,7.731,1,0,0,0,Nicolas Jarry,1,1,0.8,0,4.601,1,123,1,0,0.386486059,0.715571162
2023-wimbledon-1301,Carlos Alcaraz,1,0,0,0,30.357,3,0,0,0,Nicolas Jarry,1,0,0.8,0,15.027,3,126,1,0,0.380744559,0.631030286
2023-wimbledon-1301,Carlos Alcaraz,1,0,0.666666667,0,5.517,1,127,1,-1,Nicolas Jarry,1,0,0,0,10.031,1,0,0,1,0.629309328,0.381554623
2023-wimbledon-1301,Carlos Alcaraz,1,0,0.666666667,0,18.229,6,119,1,-1,Nicolas Jarry,1,0,0,0,36.142,6,0,0,1,0.613968316,0.37393892
2023-wimbledon-1301,Carlos Alcaraz,1,0,0.666666667,0,2.83,1,91,1,-1,Nicolas Jarry,1,0,0,0,3.42,1,0,0,1,0.604967911,0.382909524
2023-wimbledon-1301,Carlos Alcaraz,1,0,0.666666667,0,32.24,7,115,1,-1,Nicolas Jarry,1,0,0,0,55.37,7,0,0,1,0.604689557,0.370459564
2023-wimbledon-1301,Carlos Alcaraz,1,0,0.666666667,0,9.467,2,114,1,-1,Nicolas Jarry,1,0,0,0,13.062,2,0,0,1,0.617857121,0.380345636
2023-wimbledon-1301,Carlos Alcaraz,1,0,0.666666667,0,18.941,5,119,1,-1,Nicolas Jarry,1,0,0,0,24.158,5,0,0,1,0.614701257,0.376538599
2023-wimbledon-1301,Carlos Alcaraz,1,0,0,0,1.087,1,0,0,0,Nicolas Jarry,1,1,0.6,0,0.648,1,111,1,0,0.387926584,0.688128114
2023-wimbledon-1301,Carlos Alcaraz,1,0,0,0,7.276,1,0,0,0,Nicolas Jarry,1,0,0.6,0,4.743,1,132,1,0,0.38658347,0.620043363
2023-wimbledon-1301,Carlos Alcaraz,1,0,0,0,10.946,2,0,0,0,Nicolas Jarry,1,0,0.6,0,8.844,2,105,1,0,0.385187197,0.597758037
2023-wimbledon-1301,Carlos Alcaraz,1,0,0,0,28.855,3,0,0,0,Nicolas Jarry,1,0,0.6,0,13.468,3,132,1,0,0.381028988,0.614706107
2023-wimbledon-1301,Carlos Alcaraz,1,0,0,0,4.713,1,0,0,0,Nicolas Jarry,1,0,0.6,0,5.199,1,100,1,0,0.387135595,0.596413304
2023-wimbledon-1301,Carlos Alcaraz,1,1,0.5,0,7.323,1,129,1,-1,Nicolas Jarry,1,0,0,0,7.217,1,0,0,1,0.693919052,0.382126613
2023-wimbledon-1301,Carlos Alcaraz,1,0,0.5,0,1.865,1,98,1,-1,Nicolas Jarry,1,0,0,0,3.688,1,0,0,1,0.591980009,0.382853847
2023-wimbledon-1301,Carlos Alcaraz,1,0,0.5,0,1.945,1,122,1,-1,Nicolas Jarry,1,0,0,0,2.386,1,0,0,1,0.609531784,0.38312493
2023-wimbledon-1301,Carlos Alcaraz,1,0,0.5,0,18.845,3,129,1,-1,Nicolas Jarry,1,0,0,0,42.672,3,0,0,1,0.606066201,0.374389893
2023-wimbledon-1301,Carlos Alcaraz,1,0,0.857142857,0,68.799,15,0,0,0,Nicolas Jarry,1,0,0.857142857,0,52.441,15,128,1,0,0.43715248,0.61097086
2023-wimbledon-1301,Carlos Alcaraz,1,0,0.857142857,0,5.871,1,127,1,0,Nicolas Jarry,1,0,0.857142857,0,5.357,1,0,0,0,0.642941607,0.4663844
2023-wimbledon-1301,Carlos Alcaraz,1,0,0.857142857,0,51.185,13,100,1,0,Nicolas Jarry,1,0,0.857142857,0,46.792,13,0,0,0,0.594392749,0.44448596
2023-wimbledon-1301,Carlos Alcaraz,1,0,0.857142857,0,9.273,1,0,0,0,Nicolas Jarry,1,1,0.857142857,0,6.262,1,128,1,0,0.465092702,0.723414616
2023-wimbledon-1301,Carlos Alcaraz,1,0,0.857142857,0,4.948,1,0,0,0,Nicolas Jarry,1,1,0.857142857,0,4.836,1,130,1,0,0.466519782,0.725052079
2023-wimbledon-1301,Carlos Alcaraz,1,0,0.857142857,1,24.001,5,119,1,0,Nicolas Jarry,1,0,0.857142857,0,22.749,5,0,0,0,0.735998674,0.457579467
2023-wimbledon-1301,Carlos Alcaraz,1,0,0.857142857,0,4.91,1,111,1,0,Nicolas Jarry,1,0,0.857142857,0,8.583,1,0,0,0,0.63247913,0.465319699
2023-wimbledon-1301,Carlos Alcaraz,1,0,0.857142857,0,10.121,1,0,0,0,Nicolas Jarry,1,0,0.857142857,0,8.641,1,127,1,0,0.464814081,0.641912449
2023-wimbledon-1301,Carlos Alcaraz,1,0,0.857142857,0,12.105,3,0,0,0,Nicolas Jarry,1,0,0.857142857,0,12.593,3,104,1,0,0.462559051,0.622704836
2023-wimbledon-1301,Carlos Alcaraz,1,1,0.857142857,0,19.083,5,130,1,0,Nicolas Jarry,1,0,0.857142857,0,27.636,5,0,0,0,0.716562582,0.456047094
2023-wimbledon-1301,Carlos Alcaraz,1,1,0.857142857,1,4.877,3,129,1,0,Nicolas Jarry,1,0,0.857142857,0,7.639,3,0,0,0,0.821393182,0.464014202
2023-wimbledon-1301,Carlos Alcaraz,1,0,0.857142857,0,20.076,3,0,0,0,Nicolas Jarry,1,0,0.857142857,1,14.846,3,129,1,0,0.459990754,0.747637647
